Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source
SRR28752557,WGS,273,28761533,PRJNA1102327,SAMN41019333,Viral,9379455,USDA-NVSL,2024,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24318087,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-012-original,24-009497-012-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-012-original,SRP503016,H5N1,
SRR28752558,WGS,293,72226831,PRJNA1102327,SAMN41019332,Viral,23213714,USDA-NVSL,2024,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318086,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-011-original,24-009497-011-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-011-original,SRP503016,H5N1,
SRR28752559,WGS,293,67038743,PRJNA1102327,SAMN41019331,Viral,21589353,USDA-NVSL,2024,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318085,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-010-original,24-009497-010-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-010-original,SRP503016,H5N1,
SRR28752560,WGS,292,57899743,PRJNA1102327,SAMN41019330,Viral,18453964,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318084,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-009-original,24-009497-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-009-original,SRP503016,H5N1,
SRR28752561,WGS,292,47949498,PRJNA1102327,SAMN41019329,Viral,15451550,USDA-NVSL,2024,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318083,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-008-original,24-009497-008-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-008-original,SRP503016,H5N1,
SRR28752562,WGS,291,61553648,PRJNA1102327,SAMN41019328,Viral,19901553,USDA-NVSL,2024,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318082,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-007-original,24-009497-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-007-original,SRP503016,H5N1,
SRR28752563,WGS,288,94437872,PRJNA1102327,SAMN41019193,Viral,30172356,USDA-NVSL,2024,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX24318081,USA,North America,USA,Blackbird,Illumina iSeq 100,24-008357-001-original,24-008357-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-008357-001-original,SRP503016,H5N1,
SRR28752564,WGS,292,55550696,PRJNA1102327,SAMN41019327,Viral,17918698,USDA-NVSL,2024,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318080,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-006-original,24-009497-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-006-original,SRP503016,H5N1,
SRR28752565,WGS,291,58782063,PRJNA1102327,SAMN41019326,Viral,18896186,USDA-NVSL,2024,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318079,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-005-original,24-009497-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-005-original,SRP503016,H5N1,
SRR28752566,WGS,290,84073233,PRJNA1102327,SAMN41019325,Viral,26792579,USDA-NVSL,2024,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318078,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-004-original,24-009497-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:12:00Z,1,24-009497-004-original,SRP503016,H5N1,
SRR28752567,WGS,291,40013553,PRJNA1102327,SAMN41019324,Viral,12942278,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318077,USA,North America,USA,Cattle,Illumina iSeq 100,24-009497-003-original,24-009497-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009497-003-original,SRP503016,H5N1,
SRR28752568,WGS,291,38457366,PRJNA1102327,SAMN41019323,Viral,12643414,USDA-NVSL,2024,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318076,USA,North America,USA,Raccoon,Illumina iSeq 100,24-009496-002-original,24-009496-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009496-002-original,SRP503016,H5N1,
SRR28752569,WGS,445,53186830,PRJNA1102327,SAMN41019322,Viral,29164352,USDA-NVSL,2024,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318075,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-012-original,24-009495-012-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009495-012-original,SRP503016,H5N1,
SRR28752570,WGS,440,47200878,PRJNA1102327,SAMN41019321,Viral,25678002,USDA-NVSL,2024,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24318074,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-011-original,24-009495-011-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:12:00Z,1,24-009495-011-original,SRP503016,H5N1,
SRR28752571,WGS,433,57352415,PRJNA1102327,SAMN41019320,Viral,32245859,USDA-NVSL,2024,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318073,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-010-original,24-009495-010-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009495-010-original,SRP503016,H5N1,
SRR28752572,WGS,441,55646867,PRJNA1102327,SAMN41019319,Viral,30772804,USDA-NVSL,2024,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24318072,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-009-original,24-009495-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009495-009-original,SRP503016,H5N1,
SRR28752573,WGS,442,51622498,PRJNA1102327,SAMN41019318,Viral,28146464,USDA-NVSL,2024,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318071,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-008-original,24-009495-008-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:14:00Z,1,24-009495-008-original,SRP503016,H5N1,
SRR28752574,WGS,285,92105852,PRJNA1102327,SAMN41019192,Viral,29537218,USDA-NVSL,2024,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318070,USA,North America,USA,Grackle,Illumina iSeq 100,24-008356-003-original,24-008356-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-008356-003-original,SRP503016,H5N1,
SRR28752575,WGS,427,65721147,PRJNA1102327,SAMN41019317,Viral,37280718,USDA-NVSL,2024,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318069,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-003-original,24-009495-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009495-003-original,SRP503016,H5N1,
SRR28752576,WGS,441,65812354,PRJNA1102327,SAMN41019316,Viral,35870936,USDA-NVSL,2024,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX24318068,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-002-original,24-009495-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009495-002-original,SRP503016,H5N1,
SRR28752577,WGS,437,63700922,PRJNA1102327,SAMN41019315,Viral,33960899,USDA-NVSL,2024,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24318067,USA,North America,USA,Cattle,Illumina MiSeq,24-009495-001-original,24-009495-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009495-001-original,SRP503016,H5N1,
SRR28752578,WGS,291,30931018,PRJNA1102327,SAMN41019314,Viral,11434011,USDA-NVSL,2024,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318066,USA,North America,USA,Cattle,Illumina iSeq 100,24-009491-007-original,24-009491-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009491-007-original,SRP503016,H5N1,
SRR28752579,WGS,288,68299994,PRJNA1102327,SAMN41019313,Viral,22725797,USDA-NVSL,2024,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318065,USA,North America,USA,Cattle,Illumina iSeq 100,24-009491-006-original,24-009491-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009491-006-original,SRP503016,H5N1,
SRR28752580,WGS,289,28950555,PRJNA1102327,SAMN41019312,Viral,10619707,USDA-NVSL,2024,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318064,USA,North America,USA,Cattle,Illumina iSeq 100,24-009491-005-original,24-009491-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009491-005-original,SRP503016,H5N1,
SRR28752581,WGS,291,55802421,PRJNA1102327,SAMN41019311,Viral,20559798,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318063,USA,North America,USA,Cattle,Illumina iSeq 100,24-009491-003-original,24-009491-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:12:00Z,1,24-009491-003-original,SRP503016,H5N1,
SRR28752582,WGS,289,64670722,PRJNA1102327,SAMN41019310,Viral,21299719,USDA-NVSL,2024,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318062,USA,North America,USA,Cattle,Illumina iSeq 100,24-009491-002-original,24-009491-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:12:00Z,1,24-009491-002-original,SRP503016,H5N1,
SRR28752583,WGS,290,38210633,PRJNA1102327,SAMN41019309,Viral,14162737,USDA-NVSL,2024,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318061,USA,North America,USA,Cattle,Illumina iSeq 100,24-009491-001-original,24-009491-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009491-001-original,SRP503016,H5N1,
SRR28752584,WGS,287,36803892,PRJNA1102327,SAMN41019308,Viral,12307730,USDA-NVSL,2024,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24318060,USA,North America,USA,Cattle,Illumina iSeq 100,24-009367-023-original,24-009367-023-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009367-023-original,SRP503016,H5N1,
SRR28752585,WGS,483,91617228,PRJNA1102327,SAMN41019267,Viral,29655757,USDA-NVSL,2024,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24318059,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-021-original,24-009110-021-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-021-original,SRP503016,H5N1,
SRR28752586,WGS,462,74819420,PRJNA1102327,SAMN41019266,Viral,24558862,USDA-NVSL,2024,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318058,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-020-original,24-009110-020-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-020-original,SRP503016,H5N1,
SRR28752587,WGS,467,111908845,PRJNA1102327,SAMN41019265,Viral,36572269,USDA-NVSL,2024,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318057,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-019-original,24-009110-019-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-019-original,SRP503016,H5N1,
SRR28752588,WGS,492,89012012,PRJNA1102327,SAMN41019264,Viral,29071403,USDA-NVSL,2024,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24318056,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-018-original,24-009110-018-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-018-original,SRP503016,H5N1,
SRR28752589,WGS,472,79758250,PRJNA1102327,SAMN41019263,Viral,26157105,USDA-NVSL,2024,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX24318055,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-017-original,24-009110-017-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-017-original,SRP503016,H5N1,
SRR28752590,WGS,451,74857977,PRJNA1102327,SAMN41019262,Viral,24486877,USDA-NVSL,2024,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318054,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-016-original,24-009110-016-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-016-original,SRP503016,H5N1,
SRR28752591,WGS,465,73687519,PRJNA1102327,SAMN41019261,Viral,24177694,USDA-NVSL,2024,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24318053,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-015-original,24-009110-015-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-015-original,SRP503016,H5N1,
SRR28752592,WGS,475,67455232,PRJNA1102327,SAMN41019260,Viral,21970832,USDA-NVSL,2024,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318052,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-014-original,24-009110-014-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-014-original,SRP503016,H5N1,
SRR28752593,WGS,508,90816726,PRJNA1102327,SAMN41019259,Viral,29798738,USDA-NVSL,2024,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318051,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-012-original,24-009110-012-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-012-original,SRP503016,H5N1,
SRR28752594,WGS,293,29658255,PRJNA1102327,SAMN41019258,Viral,10472522,USDA-NVSL,2024,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318050,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-011-original,24-009110-011-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-011-original,SRP503016,H5N1,
SRR28752595,WGS,293,84997067,PRJNA1102327,SAMN41019186,Viral,26575962,USDA-NVSL,2024,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318049,USA,North America,USA,Chicken,Illumina iSeq 100,24-008355-002-original,24-008355-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-008355-002-original,SRP503016,H5N1,
SRR28752596,WGS,512,96692148,PRJNA1102327,SAMN41019257,Viral,31672719,USDA-NVSL,2024,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318048,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-010-original,24-009110-010-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-010-original,SRP503016,H5N1,
SRR28752597,WGS,506,92968585,PRJNA1102327,SAMN41019256,Viral,30647067,USDA-NVSL,2024,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24318047,USA,North America,USA,Cattle,Illumina MiSeq,24-009110-009-original,24-009110-009-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-009-original,SRP503016,H5N1,
SRR28752598,WGS,290,59129797,PRJNA1102327,SAMN41019255,Viral,21786688,USDA-NVSL,2024,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318046,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-008-original-repeat,24-009110-008-original-repeat,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-008-original-repeat,SRP503016,H5N1,
SRR28752599,WGS,290,47467385,PRJNA1102327,SAMN41019254,Viral,16584611,USDA-NVSL,2024,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318045,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-007-original,24-009110-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-007-original,SRP503016,H5N1,
SRR28752600,WGS,289,61411314,PRJNA1102327,SAMN41019253,Viral,21255630,USDA-NVSL,2024,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318044,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-006-original,24-009110-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-006-original,SRP503016,H5N1,
SRR28752601,WGS,281,33716918,PRJNA1102327,SAMN41019252,Viral,11822155,USDA-NVSL,2024,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318043,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-005-original,24-009110-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-005-original,SRP503016,H5N1,
SRR28752602,WGS,286,35472797,PRJNA1102327,SAMN41019251,Viral,12407311,USDA-NVSL,2024,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318042,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-004-original,24-009110-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-004-original,SRP503016,H5N1,
SRR28752603,WGS,293,28403939,PRJNA1102327,SAMN41019250,Viral,10582002,USDA-NVSL,2024,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX24318041,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-003-original-repeat,24-009110-003-original-repeat,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-003-original-repeat,SRP503016,H5N1,
SRR28752604,WGS,289,40943552,PRJNA1102327,SAMN41019249,Viral,14409372,USDA-NVSL,2024,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX24318040,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-002-original,24-009110-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-002-original,SRP503016,H5N1,
SRR28752605,WGS,289,45663884,PRJNA1102327,SAMN41019248,Viral,15811496,USDA-NVSL,2024,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318039,USA,North America,USA,Cattle,Illumina iSeq 100,24-009110-001-original,24-009110-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009110-001-original,SRP503016,H5N1,
SRR28752606,WGS,396,46781686,PRJNA1102327,SAMN41019185,Viral,31087081,USDA-NVSL,2024,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24318038,USA,North America,USA,Chicken,Illumina MiSeq,24-008355-001-original,24-008355-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-008355-001-original,SRP503016,H5N1,
SRR28752607,WGS,478,121383330,PRJNA1102327,SAMN41019247,Viral,39502886,USDA-NVSL,2024,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX24318037,USA,North America,USA,Cattle,Illumina MiSeq,24-009109-008-original,24-009109-008-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009109-008-original,SRP503016,H5N1,
SRR28752608,WGS,293,58605641,PRJNA1102327,SAMN41019246,Viral,19295604,USDA-NVSL,2024,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX24318036,USA,North America,USA,Cattle,Illumina iSeq 100,24-009109-007-original,24-009109-007-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009109-007-original,SRP503016,H5N1,
SRR28752609,WGS,506,175384012,PRJNA1102327,SAMN41019245,Viral,56802691,USDA-NVSL,2024,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX24318035,USA,North America,USA,Cattle,Illumina MiSeq,24-009109-006-original,24-009109-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009109-006-original,SRP503016,H5N1,
SRR28752610,WGS,472,106136915,PRJNA1102327,SAMN41019244,Viral,34676102,USDA-NVSL,2024,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318034,USA,North America,USA,Cattle,Illumina MiSeq,24-009109-005-original,24-009109-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009109-005-original,SRP503016,H5N1,
SRR28752611,WGS,504,90629677,PRJNA1102327,SAMN41019243,Viral,29575871,USDA-NVSL,2024,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX24318033,USA,North America,USA,Cattle,Illumina MiSeq,24-009109-004-original,24-009109-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009109-004-original,SRP503016,H5N1,
SRR28752612,WGS,464,103573912,PRJNA1102327,SAMN41019242,Viral,33828744,USDA-NVSL,2024,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX24318032,USA,North America,USA,Cattle,Illumina MiSeq,24-009109-003-original,24-009109-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2024-04-20T00:00:00Z,2024-04-20T18:13:00Z,1,24-009109-003-original,SRP503016,H5N1,
